"LURN_SAK","INCIDENT_DATE","INCIDENT_REPORTED_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","GANG_RELATED","UNIT_ID","UNIT_NAME","LONGITUDE","LATITUDE","PART_CATEGORY"
20001220,"08/20/2022 05:50:00 PM","08/20/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","CLARK AVE AND DEL AMO BLVD, LAKEWOOD, CA 90712","CLARK AVE AND DEL AMO BLVD","LAKEWOOD","90712","922-16487-1321","1321","16487","NO","CA0190013","LAKEWOOD",-118.133,33.847,2
20004546,"08/12/2022 02:00:00 AM","08/24/2022","GRAND THEFT AUTO","097","GRAND THEFT VEHICLE (GTA): Other Veh (Snowmobile, Golf Cart, Etc)","7600 ROSECRANS AVE, PARAMOUNT, CA 90723","7600 ROSECRANS AVE","PARAMOUNT","90723","922-16750-1365","1365","16750","NO","CA0190013","LAKEWOOD",-118.165,33.903,1
20002097,"08/22/2022 02:10:00 AM","08/22/2022","AGGRAVATED ASSAULT","052","ASSAULT, AGGRAVATED: ADW - KNIFE","700 E PALMDALE BLVD, PALMDALE, CA 93550","700 E PALMDALE BLVD","PALMDALE","93550","022-11167-2610","2610","11167","NO","CA01900W9","PALMDALE",-118.115,34.579,1
20008352,"08/28/2022 08:24:00 AM","08/28/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","900 WEIMAR AVE, ALTADENA, CA 91001","900 WEIMAR AVE","ALTADENA","91001","022-02150-0772","0772","02150","NO","CA0190007","ALTADENA",-118.169,34.182,2
20008142,"08/27/2022 09:45:00 PM","08/27/2022","AGGRAVATED ASSAULT","050","ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","200 MARILLA AVE, AVALON, CA 90704","200 MARILLA AVE","AVALON","90704","022-00301-1811","1811","00301","NO","CA0190018","AVALON",-118.329,33.344,1
20004955,"08/24/2022 05:57:00 PM","08/24/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","11700 S ALAMEDA ST, LYNWOOD, CA 90262","11700 S ALAMEDA ST","LYNWOOD","90262","922-01645-5700","5700","01645","NO","CA0190053","CRDF",-118.226,33.927,2
20008381,"08/28/2022 05:37:00 AM","08/28/2022","MISDEMEANORS MISCELLANEOUS","399","MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","9100 SLAUSON AVE, PICO RIVERA, CA 90660","9100 SLAUSON AVE","PICO RIVERA","90660","922-05302-1517","1517","05302","NO","CA0190015","PICO RIVERA",-118.102,33.97,2
19985742,"08/03/2022 12:20:00 PM","08/04/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","1500 E KAY ST, COMPTON, CA 90221","1500 E KAY ST","COMPTON","90221","922-10220-2825","2825","10220","NO","CA0190042","COMPTON",-118.206,33.904,2
19988873,"08/07/2022 12:00:00 PM","08/07/2022","OFFENSES AGAINST FAMILY","174","OFFENSES AGAINST FAMILY: Elder Abuse","1600 LEYCROSS DR, LA CANADA FLINTRIDGE, CA","1600 LEYCROSS DR","LA CANADA FLINTRIDGE",,"022-01476-1264","1264","01476","NO","CA0190012","CRESCENTA VALLEY",-118.212,34.204,2
20002546,"08/22/2022 12:58:00 PM","08/22/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","800 E 4TH PL, LOS ANGELES, CA 90037","800 E 4TH PL","LOS ANGELES","90037","922-01106-8521","8521","01106","NO","CA01900F4","COUNTY SERVICES BUR",-118.236,34.044,2
19985743,"08/03/2022 12:15:00 AM","08/04/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","1000 E STOCKTON AVE, COMPTON, CA 90221","1000 E STOCKTON AVE","COMPTON","90221","922-10221-2823","2823","10221","NO","CA0190042","COMPTON",-118.212,33.912,2
19988975,"08/07/2022 04:38:00 PM","08/07/2022","NON-AGGRAVATED ASSAULTS","145","ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer","8200 NORWALK BLVD, WHITTIER, CA 90606","8200 NORWALK BLVD","WHITTIER","90606","922-04794-1576","1576","04794","NO","CA0190015","PICO RIVERA",-118.071,33.968,2
19987618,"08/06/2022 05:30:00 AM","08/06/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","RATLIFF ST AND RAMSEY DR, LA MIRADA, CA","RATLIFF ST AND RAMSEY DR","LA MIRADA",,"922-09203-0469","0469","09203","NO","CA0190004","NORWALK",-118.037,33.913,1
19986421,"08/05/2022 12:45:00 AM","08/05/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","11400 MONDON AVE, NORWALK, CA 90650","11400 MONDON AVE","NORWALK","90650","922-09155-0451","0451","09155","NO","CA0190004","NORWALK",-118.086,33.926,1
20005319,"08/24/2022 10:40:00 PM","08/24/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","5800 ESPERANZA AVE, WHITTIER, CA 90606","5800 ESPERANZA AVE","WHITTIER","90606","922-05233-1575","1575","05233","NO","CA0190015","PICO RIVERA",-118.069,33.996,2
20006106,"08/25/2022 01:38:00 PM","08/25/2022","AGGRAVATED ASSAULT","050","ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","400 W PALMDALE BLVD, PALMDALE, CA","400 W PALMDALE BLVD","PALMDALE",,"022-11368-2611","2611","11368","NO","CA01900W9","PALMDALE",-118.137,34.582,1
19994731,"08/11/2022 01:04:00 PM","08/13/2022","LARCENY THEFT","083","GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","24100 NARBONNE AVE, LOMITA, CA 90717","24100 NARBONNE AVE","LOMITA","90717","922-02695-1710","1710","02695","NO","CA0190017","LOMITA",-118.319,33.805,1
19995664,"08/15/2022 01:30:00 AM","08/15/2022","VEHICLE / BOATING LAWS","251","VEHICLE AND BOATING LAWS: Hit And Run, Felony (Cause Inj Or Death)","SANTA MONICA BLVD AND W HAYWORTH AVE, WEST HOLLYWOOD, CA","SANTA MONICA BLVD AND W HAYWORTH AVE","WEST HOLLYWOOD",,"922-05133-0975","0975","05133","NO","CA0190009","WEST HOLLYWOOD",-118.362,34.09,2
19990410,"08/08/2022 10:30:00 PM","08/08/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","29300 THE OLD ROAD, CASTAIC, CA 91384","29300 THE OLD ROAD","CASTAIC","91384","922-01521-5640","5640","01521","NO","CA0190087","NORTH COUNTY CORRECTIONAL FAC.",-118.613,34.45,2
19994131,"08/12/2022 06:26:00 PM","08/12/2022","LARCENY THEFT","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","200 E PALMDALE BLVD, PALMDALE, CA 93550","200 E PALMDALE BLVD","PALMDALE","93550","922-10642-2611","2611","10642","NO","CA01900W9","PALMDALE",-118.126,34.578,1
19991151,"08/09/2022 05:30:00 PM","08/09/2022","WEAPON LAWS","151","WEAPON LAWS: Felony","28100 KELLY JOHNSON PKWY, VALENCIA, CA","28100 KELLY JOHNSON PKWY","VALENCIA",,"922-11141-0645","0645","11141","NO","CA0190006","SANTA CLARITA VALLEY",-118.58,34.444,2
19993939,"08/12/2022 02:45:00 PM","08/12/2022","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","400 BAUCHET ST, LOS ANGELES, CA 90012","400 BAUCHET ST","LOS ANGELES","90012","922-01770-5120","5120","01770","NO","CA0190026","INMATE RECEPTION CENTR",-118.231,34.059,2
19986432,"08/05/2022 03:15:00 AM","08/05/2022","VANDALISM","261","VANDALISM MISD","1500 PENN MAR AVE, SOUTH EL MONTE, CA 91733","1500 PENN MAR AVE","SOUTH EL MONTE","91733","922-08886-0562","0562","08886","NO","CA0190005","TEMPLE",-118.04,34.043,2
20011777,"08/29/2022 12:00:00 AM","08/31/2022","VANDALISM","263","VANDALISM FELONY","4300 E 3RD ST, LOS ANGELES, CA 90022","4300 E 3RD ST","LOS ANGELES","90022","922-13092-0283","0283","13092","NO","CA0190002","EAST LOS ANGELES",-118.173,34.033,2
20010973,"08/30/2022 11:07:30 AM","08/31/2022","LARCENY THEFT","342","VEHICLE BURGLARY: Truck/Cargo Van Burglary","5600 61ST ST, COMMERCE, CA 90040","5600 61ST ST","COMMERCE","90040","922-13046-0246","0246","13046","NO","CA0190002","EAST LOS ANGELES",-118.164,33.98,1
20010983,"08/31/2022 07:18:00 AM","08/31/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","29300 THE OLD ROAD, CASTAIC, CA 91384","29300 THE OLD ROAD","CASTAIC","91384","922-00351-5630","5630","00351","NO","CA0190030","PDC - NORTH",-118.613,34.45,2
20011693,"08/31/2022 07:25:00 PM","08/31/2022","AGGRAVATED ASSAULT","052","ASSAULT, AGGRAVATED: ADW - KNIFE","37800 ROBINA AVE, PALMDALE, CA","37800 ROBINA AVE","PALMDALE",,"022-11690-2610","2610","11690","NO","CA01900W9","PALMDALE",-118.11,34.57,1
20009092,"08/28/2022 07:00:00 PM","08/29/2022","FELONIES MISCELLANEOUS","327","FELONIES, MISCELLANEOUS: Child Stealing","10000 FORT TEJON RD, LITTLEROCK, CA","10000 FORT TEJON RD","LITTLEROCK",,"022-11546-2660","2660","11546","NO","CA01900W9","PALMDALE",-117.951,34.495,2
20010595,"08/30/2022 05:53:00 PM","08/30/2022","ROBBERY","047","ROBBERY, STRONG-ARM: Other","4800 CIVIC CENTER WAY, LOS ANGELES, CA 90022","4800 CIVIC CENTER WAY","LOS ANGELES","90022","022-13023-0282","0282","13023","NO","CA0190002","EAST LOS ANGELES",-118.16,34.035,1
20012371,"09/01/2022 01:06:00 PM","09/01/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","3RD ST E AND PALMDALE BLVD, PALMDALE, CA","3RD ST E AND PALMDALE BLVD","PALMDALE",,"022-11730-2611","2611","11730","NO","CA01900W9","PALMDALE",-118.124,34.579,2
20007799,"08/24/2022 12:30:00 PM","08/27/2022","VANDALISM","263","VANDALISM FELONY","4300 E MICHIGAN AVE, LOS ANGELES, CA 90022","4300 E MICHIGAN AVE","LOS ANGELES","90022","922-12859-0280","0280","12859","NO","CA0190002","EAST LOS ANGELES",-118.172,34.038,2
19986040,"08/04/2022 05:35:00 PM","08/04/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","700 W 135TH ST, LOS ANGELES, CA","700 W 135TH ST","LOS ANGELES",,"922-11853-2141","2141","11853","NO","CA01900V3","CENTURY",-118.288,33.909,2
20008406,"08/28/2022 10:30:00 AM","08/28/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","28500 W DRIVER AVE, AGOURA HILLS, CA","28500 W DRIVER AVE","AGOURA HILLS",,"922-04800-2222","2222","04800","NO","CA0190022","MALIBU/LOST HILLS",-118.751,34.15,2
20000454,"08/19/2022 05:00:00 PM","08/19/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","LOST HILLS RD AND CALABASAS HILLS RD, CALABASAS, CA","LOST HILLS RD AND CALABASAS HILLS RD","CALABASAS",,"922-04632-2242","2242","04632","NO","CA0190022","MALIBU/LOST HILLS",-118.708,34.129,2
19999542,"08/17/2022 11:00:00 PM","08/18/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","15TH ST E AND AVENUE Q, PALMDALE, CA","15TH ST E AND AVENUE Q","PALMDALE",,"922-10991-2610","2610","10991","NO","CA01900W9","PALMDALE",-118.103,34.587,1
20000430,"08/19/2022 04:24:00 PM","08/19/2022","OFFENSES AGAINST FAMILY","175","OFFENSES AGAINST FAMILY: Domestic Violence (Other than Phys Assault)","5200 EAGLE ST, LOS ANGELES, CA 90022","5200 EAGLE ST","LOS ANGELES","90022","022-12410-0286","0286","12410","NO","CA0190002","EAST LOS ANGELES",-118.154,34.026,2
20006702,"08/26/2022 06:30:00 AM","08/26/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","4000 WHITTIER BLVD, LOS ANGELES, CA 90022","4000 WHITTIER BLVD","LOS ANGELES","90022","022-12787-0277","0277","12787","NO","CA0190002","EAST LOS ANGELES",-118.183,34.023,2
20001430,"08/21/2022 12:10:00 AM","08/21/2022","WEAPON LAWS","153","WEAPON LAWS: Shooting, Unlawful","30TH ST E AND PALMDALE BLVD, PALMDALE, CA 93550","30TH ST E AND PALMDALE BLVD","PALMDALE","93550","922-11113-2608","2608","11113","NO","CA01900W9","PALMDALE",-118.076,34.58,2
19998987,"08/18/2022 08:30:00 AM","08/18/2022","MISDEMEANORS MISCELLANEOUS","399","MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","1200 S HICKS AVE, LOS ANGELES, CA 90023","1200 S HICKS AVE","LOS ANGELES","90023","922-12312-0278","0278","12312","NO","CA0190002","EAST LOS ANGELES",-118.19,34.017,2
20005356,"08/24/2022 11:46:03 PM","08/24/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","5200 LIVE OAK, CUDAHY, CA","5200 LIVE OAK","CUDAHY",,"022-12700-0262","0262","12700","NO","CA0190002","EAST LOS ANGELES",-118.173,33.966,2
19991235,"08/09/2022 05:40:00 PM","08/09/2022","AGGRAVATED ASSAULT","054","ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.",,,,,"022-01563-5800","5800","01563","NO","CA01900U2","TTCF",,,1
19987186,"08/05/2022 07:30:00 PM","08/05/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","1000 W RANCHO VISTA BLVD, PALMDALE, CA 93551","1000 W RANCHO VISTA BLVD","PALMDALE","93551","922-10269-2618","2618","10269","NO","CA01900W9","PALMDALE",-118.148,34.601,2
19987528,"08/06/2022 04:10:00 AM","08/06/2022","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","LEMON AVE AND VALLEY BLVD, WALNUT, CA","LEMON AVE AND VALLEY BLVD","WALNUT",,"922-05615-2913","2913","05615","NO","CA0190020","WALNUT",-117.858,34.009,2
19990081,"08/08/2022 03:30:00 AM","08/08/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","1200 E AVENUE S, PALMDALE, CA","1200 E AVENUE S","PALMDALE",,"922-10374-2603","2603","10374","NO","CA01900W9","PALMDALE",-118.104,34.556,1
19988566,"08/07/2022 09:00:00 AM","08/07/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","4900 DELAND AVE, PICO RIVERA, CA 90660","4900 DELAND AVE","PICO RIVERA","90660","922-04782-1512","1512","04782","NO","CA0190015","PICO RIVERA",-118.08,34,2
19986094,"08/02/2022 12:11:00 AM","08/04/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","3300 WILSHIRE BLVD, LOS ANGELES, CA","3300 WILSHIRE BLVD","LOS ANGELES",,"922-08619-1440","1440","08619","NO","CA0190014","INDUSTRY",-118.295,34.061,2
19985708,"08/03/2022 02:32:00 AM","08/04/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3200 SOUTH ST, LAKEWOOD, CA 90805","3200 SOUTH ST","LAKEWOOD","90805","922-15356-1320","1320","15356","NO","CA0190013","LAKEWOOD",-118.154,33.858,1
19993206,"06/30/2022 05:13:30 PM","08/11/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","8100 BLEWETT ST, ROSEMEAD, CA 91770","8100 BLEWETT ST","ROSEMEAD","91770","922-09125-0571","0571","09125","NO","CA0190005","TEMPLE",-118.092,34.048,2
19993046,"08/11/2022 04:39:00 PM","08/11/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","STARLIGHT CREST DR AND ANGELES CREST HWY, LA CANADA FLINTRIDGE, CA 91011","STARLIGHT CREST DR AND ANGELES CREST HWY","LA CANADA FLINTRIDGE","91011","922-01527-1261","1261","01527","NO","CA0190012","CRESCENTA VALLEY",-118.189,34.217,2
19985709,"08/03/2022 02:32:00 AM","08/04/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3200 SOUTH ST, LAKEWOOD, CA 90805","3200 SOUTH ST","LAKEWOOD","90805","922-15357-1320","1320","15357","NO","CA0190013","LAKEWOOD",-118.154,33.858,1
19992058,"06/27/2022 09:00:00 PM","08/10/2022","VANDALISM","263","VANDALISM FELONY","4300 MARINA CITY DR, MARINA DEL REY, CA 90292","4300 MARINA CITY DR","MARINA DEL REY","90292","922-01792-2760","2760","01792","NO","CA0190065","MARINA DEL REY",-118.452,33.984,2
19993162,"08/11/2022 04:00:00 PM","08/11/2022","AGGRAVATED ASSAULT","052","ASSAULT, AGGRAVATED: ADW - KNIFE","14300 FRANCISQUITO AVE, WEST VALINDA, CA","14300 FRANCISQUITO AVE","WEST VALINDA",,"022-08871-1420","1420","08871","YES","CA0190014","INDUSTRY",,,1
19987613,"08/06/2022 01:30:00 AM","08/06/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","4900 CASTANA AVE, LAKEWOOD, CA 90712","4900 CASTANA AVE","LAKEWOOD","90712","922-15498-1320","1320","15498","NO","CA0190013","LAKEWOOD",-118.144,33.848,1
19993107,"08/11/2022 05:00:00 PM","08/11/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","15100 ORANGE AVE, PARAMOUNT, CA 90723","15100 ORANGE AVE","PARAMOUNT","90723","922-15874-1366","1366","15874","NO","CA0190013","LAKEWOOD",-118.177,33.895,1
19988086,"08/06/2022 12:20:00 PM","08/06/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","ALONDRA BLVD AND E GARFIELD AVE, PARAMOUNT, CA 90723","ALONDRA BLVD AND E GARFIELD AVE","PARAMOUNT","90723","922-15537-1367","1367","15537","NO","CA0190013","LAKEWOOD",-118.168,33.889,2
19985710,"08/03/2022 02:32:00 AM","08/04/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3200 SOUTH ST, LAKEWOOD, CA 90805","3200 SOUTH ST","LAKEWOOD","90805","922-15358-1320","1320","15358","NO","CA0190013","LAKEWOOD",-118.154,33.858,1
19988089,"08/06/2022 05:40:00 PM","08/06/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","2500 CARSON ST, LAKEWOOD, CA","2500 CARSON ST","LAKEWOOD",,"922-15538-1323","1323","15538","NO","CA0190013","LAKEWOOD",-118.162,33.831,2
19990196,"08/08/2022 06:34:21 PM","08/08/2022","VANDALISM","263","VANDALISM FELONY",,,,,"922-10414-2812","2812","10414","NO","CA0190042","COMPTON",,,2
19986858,"08/05/2022 02:35:00 PM","08/05/2022","LARCENY THEFT","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","400 W WASHINGTON BLVD, LOS ANGELES, CA 90015","400 W WASHINGTON BLVD","LOS ANGELES","90015","922-00735-8735","8735","00735","NO","CA01900R5","COMMUNITY COLLEGE BUREAU",-118.27,34.033,1
19985711,"08/03/2022 02:32:00 AM","08/04/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3200 SOUTH ST, LAKEWOOD, CA 90805","3200 SOUTH ST","LAKEWOOD","90805","922-15359-1320","1320","15359","NO","CA0190013","LAKEWOOD",-118.154,33.858,1
19988293,"08/06/2022 11:20:00 PM","08/06/2022","AGGRAVATED ASSAULT","052","ASSAULT, AGGRAVATED: ADW - KNIFE","12200 SHERIDAN ST, NORWALK, CA 90650","12200 SHERIDAN ST","NORWALK","90650","022-09237-0454","0454","09237","NO","CA0190004","NORWALK",-118.071,33.902,1
19985715,"08/03/2022 02:32:00 AM","08/04/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3200 SOUTH ST, LAKEWOOD, CA 90805","3200 SOUTH ST","LAKEWOOD","90805","922-15361-1320","1320","15361","NO","CA0190013","LAKEWOOD",-118.154,33.858,1
19992739,"08/10/2022 02:48:00 PM","08/11/2022","FRAUD AND NSF CHECKS","117","IDENTITY THEFT (GOODS/SERVICES/CREDIT)","400 STARLIGHT CREST DR, LA CANADA FLINTRIDGE, CA 91011","400 STARLIGHT CREST DR","LA CANADA FLINTRIDGE","91011","922-01523-1261","1261","01523","NO","CA0190012","CRESCENTA VALLEY",-118.177,34.21,2
19993166,"08/11/2022 06:00:00 PM","08/11/2022","OFFENSES AGAINST FAMILY","175","OFFENSES AGAINST FAMILY: Domestic Violence (Other than Phys Assault)","44100 FIG AVE, LANCASTER, CA","44100 FIG AVE","LANCASTER",,"022-13905-1123","1123","13905","NO","CA0190024","LANCASTER",-118.141,34.684,2
19985811,"07/24/2022 10:00:00 AM","08/04/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","5300 PARAMOUNT BLVD, LAKEWOOD, CA 90712","5300 PARAMOUNT BLVD","LAKEWOOD","90712","922-15368-1320","1320","15368","NO","CA0190013","LAKEWOOD",-118.16,33.854,2
19989532,"08/06/2022 12:00:00 PM","08/08/2022","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","12600 ARTESIA BLVD, CERRITOS, CA 90703","12600 ARTESIA BLVD","CERRITOS","90703","922-03194-2317","2317","03194","NO","CA01900R7","CERRITOS",-118.063,33.873,1
19990340,"04/20/2020 12:00:00 AM","08/08/2022","DISORDERLY CONDUCT","217","DISORDERLY CONDUCT: Telephone Annoyance","40500 173RD ST E, LANCASTER, CA","40500 173RD ST E","LANCASTER",,"922-13725-1197","1197","13725","NO","CA0190024","LANCASTER",-117.821,34.618,2
19991516,"08/10/2022 07:00:46 AM","08/10/2022","WEAPON LAWS","153","WEAPON LAWS: Shooting, Unlawful","WESTSIDE AND SOUTHSIDE, LOS ANGELES, CA","WESTSIDE AND SOUTHSIDE","LOS ANGELES",,"922-11862-0287","0287","11862","NO","CA0190002","EAST LOS ANGELES",-118.137,34.01,2
19991754,"08/10/2022 11:39:00 AM","08/10/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","700 W AVENUE H-10, LANCASTER, CA","700 W AVENUE H-10","LANCASTER",,"022-13805-1121","1121","13805","NO","CA0190024","LANCASTER",-118.145,34.709,2
19988175,"08/06/2022 07:49:00 AM","08/06/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","4200 PETALUMA AVE, LAKEWOOD, CA","4200 PETALUMA AVE","LAKEWOOD",,"922-15547-1325","1325","15547","NO","CA0190013","LAKEWOOD",-118.099,33.835,1
19986038,"08/04/2022 01:21:00 AM","08/04/2022","VANDALISM","263","VANDALISM FELONY","9300 ALONDRA BLVD, BELLFLOWER, CA 90706","9300 ALONDRA BLVD","BELLFLOWER","90706","922-15388-1334","1334","15388","NO","CA0190013","LAKEWOOD",-118.134,33.888,2
19993082,"08/11/2022 04:02:00 PM","08/11/2022","FELONIES MISCELLANEOUS","339","FELONIES, MISCELLANEOUS: All Other Felonies","FLORENCE AVE AND WILCOX AVE, CUDAHY, CA 90201","FLORENCE AVE AND WILCOX AVE","CUDAHY","90201","922-11955-0262","0262","11955","NO","CA0190002","EAST LOS ANGELES",-118.177,33.969,2
19988619,"08/07/2022 01:45:00 AM","08/07/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","12500 STILLMAN ST, LAKEWOOD, CA","12500 STILLMAN ST","LAKEWOOD",,"922-15576-1328","1328","15576","NO","CA0190013","LAKEWOOD",-118.064,33.842,1
19988198,"04/10/2022 09:15:00 AM","08/06/2022","OFFENSES AGAINST FAMILY","175","OFFENSES AGAINST FAMILY: Domestic Violence (Other than Phys Assault)","BEECK ST AND MILLING ST, LANCASTER, CA 93534","BEECK ST AND MILLING ST","LANCASTER","93534","022-13595-1122","1122","13595","NO","CA0190024","LANCASTER",,,2
19986099,"08/01/2022 08:30:00 AM","08/04/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","20400 ARLINE AVE, LAKEWOOD, CA 90715","20400 ARLINE AVE","LAKEWOOD","90715","922-15393-1327","1327","15393","NO","CA0190013","LAKEWOOD",-118.08,33.844,2
19986179,"08/02/2022 12:00:00 PM","08/04/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","20800 ARLINE AVE, LAKEWOOD, CA","20800 ARLINE AVE","LAKEWOOD",,"922-15396-1327","1327","15396","NO","CA0190013","LAKEWOOD",-118.08,33.84,2
19990178,"03/31/2022 12:00:00 AM","08/08/2022","SEX OFFENSES MISDEMEANORS","139","SEX MISDEMEANORS: All Other Sex Misdemeanors",", MARINA DEL REY, CA 90292",,"MARINA DEL REY","90292","022-01775-2761","2761","01775","NO","CA0190065","MARINA DEL REY",,,2
19988441,"08/07/2022 02:30:00 AM","08/07/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","26TH ST E AND AVENUE H-10, LANCASTER, CA","26TH ST E AND AVENUE H-10","LANCASTER",,"922-13611-1135","1135","13611","NO","CA0190024","LANCASTER",-117.765,34.616,1
19988735,"08/06/2022 03:00:00 PM","08/07/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","11800 169TH ST, ARTESIA, CA","11800 169TH ST","ARTESIA",,"922-15583-1348","1348","15583","NO","CA0190013","LAKEWOOD",-118.08,33.877,1
19987081,"08/05/2022 06:30:33 PM","08/05/2022","LARCENY THEFT","341","VEHICLE BURGLARY: Attempt Auto/Passenger Van Burglary",,,,,"922-10300-2845","2845","10300","NO","CA0190042","COMPTON",,,1
19993063,"08/11/2022 05:17:00 PM","08/11/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","2600 SAN GABRIEL BLVD, ROSEMEAD, CA 91770","2600 SAN GABRIEL BLVD","ROSEMEAD","91770","922-09119-0532","0532","09119","NO","CA0190005","TEMPLE",-118.09,34.059,2
19991944,"08/10/2022 02:32:33 PM","08/10/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses",,,,,"922-10505-2851","2851","10505","NO","CA0190042","COMPTON",,,2
19992336,"08/10/2022 10:40:00 AM","08/10/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","44800 SIERRA HWY, LANCASTER, CA","44800 SIERRA HWY","LANCASTER",,"922-13845-1122","1122","13845","NO","CA0190024","LANCASTER",-118.136,34.696,1
19992982,"08/08/2022 12:00:00 PM","08/11/2022","FRAUD AND NSF CHECKS","117","IDENTITY THEFT (GOODS/SERVICES/CREDIT)","13800 BORA BORA WAY, MARINA DEL REY, CA 90292","13800 BORA BORA WAY","MARINA DEL REY","90292","922-01803-2760","2760","01803","NO","CA0190065","MARINA DEL REY",-118.455,33.971,2
