"LURN_SAK","INCIDENT_DATE","INCIDENT_REPORTED_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","GANG_RELATED","UNIT_ID","UNIT_NAME","LONGITUDE","LATITUDE","PART_CATEGORY"
20007677,"08/21/2022 10:05:00 AM","08/27/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","228TH ST AND ISLAND AVE, CARSON, CA","228TH ST AND ISLAND AVE","CARSON",,"922-08685-1624","1624","08685","NO","CA0190016","CARSON",-118.267,33.819,2
20007261,"08/22/2022 02:00:00 PM","08/26/2022","SEX OFFENSES MISDEMEANORS","139","SEX MISDEMEANORS: All Other Sex Misdemeanors","9300 ROSE ST, BELLFLOWER, CA 90706","9300 ROSE ST","BELLFLOWER","90706","022-16934-1335","1335","16934","NO","CA0190013","LAKEWOOD",-118.135,33.869,2
20010956,"08/31/2022 07:14:00 AM","08/31/2022","MISDEMEANORS MISCELLANEOUS","391","MISDEMEANORS, MISCELLANEOUS: Trespassing","KATELLA AVE AND LEWIS ST, ANAHEIM, CA","KATELLA AVE AND LEWIS ST","ANAHEIM",,"922-00665-6313","6313","00665","NO","CA01900V6","METROLINK BUREAU",,,2
19994543,"08/12/2022 01:53:30 PM","08/13/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","9700 LOCHINVAR DR, PICO RIVERA, CA 90660","9700 LOCHINVAR DR","PICO RIVERA","90660","922-04949-1517","1517","04949","NO","CA0190015","PICO RIVERA",-118.085,33.975,2
20000935,"07/29/2022 09:45:00 PM","08/20/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","4900 OAKWOOD AVE, LA CANADA FLINTRIDGE, CA 91011","4900 OAKWOOD AVE","LA CANADA FLINTRIDGE","91011","022-01586-1262","1262","01586","NO","CA0190012","CRESCENTA VALLEY",-118.194,34.209,2
19985790,"08/02/2022 12:12:00 AM","08/04/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","800 E PINE ST, COMPTON, CA 90221","800 E PINE ST","COMPTON","90221","922-10222-2823","2823","10222","NO","CA0190042","COMPTON",-118.215,33.911,2
20010884,"08/31/2022 03:06:00 AM","08/31/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","COLIMA RD AND DESIRE AVE, ROWLAND HEIGHTS, CA","COLIMA RD AND DESIRE AVE","ROWLAND HEIGHTS",,"922-06343-2932","2932","06343","NO","CA0190020","WALNUT",-117.896,33.987,2
20008345,"08/28/2022 08:00:00 AM","08/28/2022","LARCENY THEFT","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","8700 WHITTIER BLVD, PICO RIVERA, CA 90660","8700 WHITTIER BLVD","PICO RIVERA","90660","922-05299-1510","1510","05299","NO","CA0190015","PICO RIVERA",-118.086,34.002,1
19999523,"08/18/2022 04:33:00 PM","08/18/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","400 GOLDEN SPRINGS DR, DIAMOND BAR, CA 91765","400 GOLDEN SPRINGS DR","DIAMOND BAR","91765","022-05963-2920","2920","05963","NO","CA0190020","WALNUT",-117.795,34.031,2
19990160,"08/05/2022 11:34:00 AM","08/08/2022","ROBBERY","047","ROBBERY, STRONG-ARM: Other","4600 WASHINGTON BLVD, COMMERCE, CA","4600 WASHINGTON BLVD","COMMERCE",,"922-11768-0244","0244","11768","NO","CA0190002","EAST LOS ANGELES",-118.174,34.004,1
20004030,"08/23/2022 11:35:00 PM","08/24/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","24100 PALOMINO DR, DIAMOND BAR, CA 91765","24100 PALOMINO DR","DIAMOND BAR","91765","022-06130-2923","2923","06130","NO","CA0190020","WALNUT",-117.798,34.026,2
20005695,"08/25/2022 02:45:00 AM","08/25/2022","BURGLARY","062","BURGLARY, RESIDENCE: Night, Entry No Force","12900 GLENDA ST, CERRITOS, CA 90703","12900 GLENDA ST","CERRITOS","90703","922-03431-2316","2316","03431","NO","CA01900R7","CERRITOS",-118.057,33.872,1
20001289,"08/20/2022 07:36:03 PM","08/20/2022","ROBBERY","047","ROBBERY, STRONG-ARM: Other","600 KEENAN AVE, LOS ANGELES, CA","600 KEENAN AVE","LOS ANGELES",,"022-12472-0287","0287","12472","NO","CA0190002","EAST LOS ANGELES",-118.144,34.021,1
19991850,"08/10/2022 10:30:00 AM","08/10/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","200 GENTLE SPRINGS LN, DIAMOND BAR, CA 91765","200 GENTLE SPRINGS LN","DIAMOND BAR","91765","022-05721-2921","2921","05721","NO","CA0190020","WALNUT",-117.812,34.02,2
19998122,"08/17/2022 12:28:42 PM","08/17/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","PACIFIC COAST HWY AND NARBONNE AVE, LOMITA, CA 90717","PACIFIC COAST HWY AND NARBONNE AVE","LOMITA","90717","922-02748-1714","1714","02748","NO","CA0190017","LOMITA",-118.319,33.789,2
19998863,"08/18/2022 03:53:00 AM","08/18/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","COLIMA RD AND PASO REAL AVE, ROWLAND HEIGHTS, CA 91748","COLIMA RD AND PASO REAL AVE","ROWLAND HEIGHTS","91748","922-05947-2932","2932","05947","NO","CA0190020","WALNUT",-117.893,33.987,2
19996989,"08/15/2022 03:00:00 PM","08/16/2022","LARCENY THEFT","084","GRAND THEFT: From Unlocked Auto","18700 PACIFIC COAST HWY, MALIBU, CA 90265","18700 PACIFIC COAST HWY","MALIBU","90265","922-04570-1028","1028","04570","NO","CA0190022","MALIBU/LOST HILLS",-118.581,34.039,1
20008638,"08/28/2022 04:30:00 PM","08/28/2022","VANDALISM","263","VANDALISM FELONY","44600 SIERRA HWY, LANCASTER, CA","44600 SIERRA HWY","LANCASTER",,"922-14940-1122","1122","14940","NO","CA0190024","LANCASTER",-118.135,34.694,2
20000861,"08/20/2022 02:00:00 AM","08/20/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","JOSEPHINE AVE AND POPE AVE, LYNWOOD, CA","JOSEPHINE AVE AND POPE AVE","LYNWOOD",,"922-12683-2118","2118","12683","NO","CA01900V3","CENTURY",-118.187,33.914,2
20008308,"08/28/2022 04:15:00 AM","08/28/2022","WEAPON LAWS","151","WEAPON LAWS: Felony","25500 CYPRESS ST, LOMITA, CA 90717","25500 CYPRESS ST","LOMITA","90717","922-02882-1711","1711","02882","NO","CA0190017","LOMITA",-118.322,33.791,2
20009663,"08/24/2022 07:37:30 PM","08/29/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","14900 CLARK AVE, BELLFLOWER, CA 90706","14900 CLARK AVE","BELLFLOWER","90706","922-17116-1332","1332","17116","NO","CA0190013","LAKEWOOD",-118.134,33.897,1
20004655,"08/24/2022 03:50:00 PM","08/24/2022","ARSON","279","ARSON: All Others","24200 VALLEY ST, NEWHALL, CA","24200 VALLEY ST","NEWHALL",,"022-11935-0628","0628","11935","NO","CA0190006","SANTA CLARITA VALLEY",-118.539,34.367,1
19989143,"08/07/2022 07:25:00 PM","08/07/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","20TH ST E AND AVENUE M, PALMDALE, CA","20TH ST E AND AVENUE M","PALMDALE",,"922-10341-2627","2627","10341","NO","CA01900W9","PALMDALE",-118.094,34.645,2
20003899,"08/23/2022 08:21:00 PM","08/23/2022","NON-AGGRAVATED ASSAULTS","145","ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer","31500 RIDGE ROUTE RD, CASTAIC, CA 91384","31500 RIDGE ROUTE RD","CASTAIC","91384","922-11901-0679","0679","11901","NO","CA0190006","SANTA CLARITA VALLEY",-118.617,34.491,2
19999072,"08/17/2022 06:54:00 PM","08/18/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","1700 E PALMDALE BLVD, PALMDALE, CA","1700 E PALMDALE BLVD","PALMDALE",,"922-10962-2610","2610","10962","NO","CA01900W9","PALMDALE",-118.096,34.58,2
19997073,"08/15/2022 03:14:00 PM","08/16/2022","FELONIES MISCELLANEOUS","339","FELONIES, MISCELLANEOUS: All Other Felonies","5300 DERRY AVE, AGOURA HILLS, CA","5300 DERRY AVE","AGOURA HILLS",,"922-04572-2222","2222","04572","NO","CA0190022","MALIBU/LOST HILLS",-118.747,34.147,2
19994534,"08/13/2022 09:59:00 AM","08/13/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","5700 CORSA AVE, WESTLAKE VILLAGE, CA","5700 CORSA AVE","WESTLAKE VILLAGE",,"022-04529-2262","2262","04529","NO","CA0190022","MALIBU/LOST HILLS",-118.8,34.156,2
20000815,"08/20/2022 04:00:00 AM","08/20/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","8700 ARTESIA BLVD, BELLFLOWER, CA 90706","8700 ARTESIA BLVD","BELLFLOWER","90706","022-16457-1335","1335","16457","NO","CA0190013","LAKEWOOD",,,2
19986322,"08/04/2022 10:39:00 PM","08/05/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","6400 CAVALLERI RD, MALIBU, CA 90265","6400 CAVALLERI RD","MALIBU","90265","022-04347-1012","1012","04347","NO","CA0190022","MALIBU/LOST HILLS",-118.804,34.022,2
20000843,"08/20/2022 07:23:50 AM","08/20/2022","VANDALISM","263","VANDALISM FELONY","6100 TELEGRAPH RD, COMMERCE, CA 90040","6100 TELEGRAPH RD","COMMERCE","90040","922-12445-0246","0246","12445","NO","CA0190002","EAST LOS ANGELES",-118.146,33.998,2
20007343,"08/26/2022 07:48:00 PM","08/26/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","DEL AMO BLVD AND PARAMOUNT BLVD, LAKEWOOD, CA","DEL AMO BLVD AND PARAMOUNT BLVD","LAKEWOOD",,"922-16944-1323","1323","16944","NO","CA0190013","LAKEWOOD",-118.159,33.847,2
20008343,"08/28/2022 07:40:00 AM","08/28/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","3000 BOUQUET CYN RD, SAUGUS, CA","3000 BOUQUET CYN RD","SAUGUS",,"922-12114-0671","0671","12114","NO","CA0190006","SANTA CLARITA VALLEY",,,2
20010033,"08/30/2022 08:47:44 AM","08/30/2022","VANDALISM","263","VANDALISM FELONY","2700 YATES AVE, COMMERCE, CA 90040","2700 YATES AVE","COMMERCE","90040","922-12989-0245","0245","12989","NO","CA0190002","EAST LOS ANGELES",-118.137,33.991,2
20000907,"08/20/2022 01:30:00 AM","08/20/2022","LARCENY THEFT","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","15200 SAN SIMON LN, LA MIRADA, CA 90638","15200 SAN SIMON LN","LA MIRADA","90638","922-09889-0470","0470","09889","NO","CA0190004","NORWALK",-118.002,33.894,1
20007458,"08/26/2022 11:50:00 PM","08/26/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","3700 54TH ST, MAYWOOD, CA 90270","3700 54TH ST","MAYWOOD","90270","022-12835-0250","0250","12835","NO","CA0190002","EAST LOS ANGELES",-118.197,33.993,2
20008828,"08/28/2022 11:33:00 PM","08/28/2022","AGGRAVATED ASSAULT","051","ASSAULT, AGGRAVATED: ADW - GUN","14300 WHITEROCK DR, LA MIRADA, CA 90638","14300 WHITEROCK DR","LA MIRADA","90638","022-10272-0462","0462","10272","NO","CA0190004","NORWALK",-118.013,33.9,1
20007169,"08/26/2022 04:00:00 PM","08/26/2022","LARCENY THEFT","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","12500 CARSON ST, HAWAIIAN GARDENS, CA 90716","12500 CARSON ST","HAWAIIAN GARDENS","90716","922-16920-1351","1351","16920","NO","CA0190013","LAKEWOOD",-118.064,33.83,1
19994048,"08/12/2022 03:40:00 PM","08/12/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","13900 HARVEST AVE, NORWALK, CA 90650","13900 HARVEST AVE","NORWALK","90650","922-09522-0453","0453","09522","NO","CA0190004","NORWALK",-118.092,33.905,2
20000637,"08/19/2022 02:45:00 PM","08/19/2022","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","14500 ARTESIA BLVD, LA MIRADA, CA 90638","14500 ARTESIA BLVD","LA MIRADA","90638","922-09878-0466","0466","09878","NO","CA0190004","NORWALK",-118.021,33.874,1
19993154,"08/11/2022 06:37:00 PM","08/11/2022","GRAND THEFT AUTO","095","GRAND THEFT VEHICLE (GTA): Motorcycle","CLARKDALE AVE AND CHESTERTON ST, NORWALK, CA","CLARKDALE AVE AND CHESTERTON ST","NORWALK",,"922-09473-0458","0458","09473","NO","CA0190004","NORWALK",-118.079,33.883,1
20000248,"08/17/2022 06:38:45 PM","08/19/2022","FRAUD AND NSF CHECKS","111","FRAUD: Fraudulent Credit Applications",,,,,"922-05990-2900","2900","05990","NO","CA0190020","WALNUT",,,2
20007963,"08/27/2022 05:20:14 PM","08/27/2022","GRAND THEFT AUTO","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","100 N INDIANA ST, LOS ANGELES, CA","100 N INDIANA ST","LOS ANGELES",,"922-12866-0276","0276","12866","NO","CA0190002","EAST LOS ANGELES",-118.192,34.036,1
20002005,"08/21/2022 04:27:30 PM","08/21/2022","BURGLARY","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","19000 MARTHA AVE, CERRITOS, CA 90703","19000 MARTHA AVE","CERRITOS","90703","922-03376-2314","2314","03376","NO","CA01900R7","CERRITOS",-118.048,33.858,1
20001942,"08/21/2022 08:08:00 PM","08/21/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","TELEGRAPH RD AND PASSONS BLVD, PICO RIVERA, CA 90660","TELEGRAPH RD AND PASSONS BLVD","PICO RIVERA","90660","922-05153-1518","1518","05153","NO","CA0190015","PICO RIVERA",-118.102,33.955,2
19988578,"08/07/2022 08:07:30 PM","08/07/2022","BURGLARY","072","BURGLARY, OTHER STRUCTURE: Night, Entry No Force","16300 S AVALON BLVD, CARSON, CA 90746","16300 S AVALON BLVD","CARSON","90746","922-07914-1611","1611","07914","NO","CA0190016","CARSON",-118.264,33.883,1
20001992,"08/21/2022 09:38:00 PM","08/21/2022","LIQUOR LAWS","198","LIQUOR LAWS: All Other Liquor Law Violations","HAWTHORNE BLVD AND ROSECRANS AVE, LAWNDALE, CA","HAWTHORNE BLVD AND ROSECRANS AVE","LAWNDALE",,"922-07051-0331","0331","07051","NO","CA0190003","SOUTH LOS ANGELES",-118.352,33.901,2
19989052,"08/07/2022 06:00:00 PM","08/07/2022","AGGRAVATED ASSAULT","051","ASSAULT, AGGRAVATED: ADW - GUN","17500 S HARWICK CT, CARSON, CA 90745","17500 S HARWICK CT","CARSON","90745","022-07930-1630","1630","07930","YES","CA0190016","CARSON",-118.25,33.871,1
20000980,"08/20/2022 11:10:00 AM","08/20/2022","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","14400 INDUSTRY CIR, LA MIRADA, CA 90638","14400 INDUSTRY CIR","LA MIRADA","90638","922-09893-0466","0466","09893","NO","CA0190004","NORWALK",-118.025,33.873,1
19995187,"08/14/2022 09:00:00 AM","08/14/2022","AGGRAVATED ASSAULT","050","ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","2700 DEL MAR AVE, ROSEMEAD, CA 91770","2700 DEL MAR AVE","ROSEMEAD","91770","022-09234-0532","0532","09234","NO","CA0190005","TEMPLE",-118.099,34.06,1
20001757,"08/21/2022 03:30:00 AM","08/21/2022","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","26100 ROYMOR DR, CALABASAS, CA 91302","26100 ROYMOR DR","CALABASAS","91302","922-04672-2243","2243","04672","NO","CA0190022","MALIBU/LOST HILLS",-118.694,34.156,1
19997648,"08/16/2022 10:48:00 PM","08/16/2022","VANDALISM","263","VANDALISM FELONY","11600 ROSECRANS AVE, NORWALK, CA 90650","11600 ROSECRANS AVE","NORWALK","90650","922-09725-0453","0453","09725","NO","CA0190004","NORWALK",-118.085,33.902,2
20009793,"08/29/2022 09:45:00 PM","08/29/2022","AGGRAVATED ASSAULT","051","ASSAULT, AGGRAVATED: ADW - GUN","800 W ROSECRANS AVE, COMPTON, CA 90222","800 W ROSECRANS AVE","COMPTON","90222","022-11399-2812","2812","11399","NO","CA0190042","COMPTON",-118.239,33.903,1
20004169,"08/24/2022 05:30:00 PM","08/24/2022","GRAND THEFT AUTO","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","2300 96TH PL, LOS ANGELES, CA 90002","2300 96TH PL","LOS ANGELES","90002","922-08554-1630","1630","08554","NO","CA0190016","CARSON",-118.23,33.948,1
19999754,"08/18/2022 10:50:00 PM","08/18/2022","BURGLARY","061","BURGLARY, RESIDENCE: Night, Entry by Force","2300 ANNADEL AVE, ROWLAND HEIGHTS, CA 91748","2300 ANNADEL AVE","ROWLAND HEIGHTS","91748","922-05971-2935","2935","05971","NO","CA0190020","WALNUT",-117.878,33.975,1
19999967,"08/18/2022 11:15:00 PM","08/19/2022","VANDALISM","263","VANDALISM FELONY","13600 SAN ANTONIO DR, NORWALK, CA 90650","13600 SAN ANTONIO DR","NORWALK","90650","922-09852-0454","0454","09852","NO","CA0190004","NORWALK",-118.077,33.907,2
19993761,"08/12/2022 12:13:05 PM","08/12/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","700 GRADE CIR, COMPTON, CA","700 GRADE CIR","COMPTON",,"922-10604-2835","2835","10604","NO","CA0190042","COMPTON",-118.235,33.89,1
19995024,"08/14/2022 12:45:00 AM","08/14/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","6000 KAUFFMAN AVE, TEMPLE CITY, CA 91780","6000 KAUFFMAN AVE","TEMPLE CITY","91780","022-09219-0521","0521","09219","NO","CA0190005","TEMPLE",-118.058,34.109,2
19993756,"08/12/2022 09:17:00 AM","08/12/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","43800 LIVELY AVE, LANCASTER, CA","43800 LIVELY AVE","LANCASTER",,"922-13954-1127","1127","13954","NO","CA0190024","LANCASTER",-118.174,34.678,2
19993349,"08/11/2022 10:45:35 PM","08/11/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","ALAMEDA ST AND ALONDRA BLVD, COMPTON, CA","ALAMEDA ST AND ALONDRA BLVD","COMPTON",,"922-10579-2840","2840","10579","NO","CA0190042","COMPTON",-118.219,33.888,1
19996131,"08/15/2022 01:10:00 PM","08/15/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","12500 RUSH ST, SOUTH EL MONTE, CA 91733","12500 RUSH ST","SOUTH EL MONTE","91733","022-09275-0577","0577","09275","NO","CA0190005","TEMPLE",-118.025,34.042,2
19999393,"08/18/2022 03:47:00 PM","08/18/2022","LARCENY THEFT","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","5100 LAKEWOOD BLVD, LAKEWOOD, CA 90712","5100 LAKEWOOD BLVD","LAKEWOOD","90712","922-16331-1320","1320","16331","NO","CA0190013","LAKEWOOD",,,1
19989998,"08/08/2022 03:13:02 PM","08/08/2022","WEAPON LAWS","151","WEAPON LAWS: Felony",,,,,"922-10409-2831","2831","10409","NO","CA0190042","COMPTON",,,2
19991234,"08/09/2022 07:52:35 PM","08/09/2022","AGGRAVATED ASSAULT","050","ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","400 N ACACIA AVE, COMPTON, CA","400 N ACACIA AVE","COMPTON",,"022-10469-2814","2814","10469","NO","CA0190042","COMPTON",-118.226,33.898,1
19992608,"08/11/2022 08:49:08 AM","08/11/2022","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)",,,,,"922-10536-2843","2843","10536","NO","CA0190042","COMPTON",,,2
19998990,"08/17/2022 08:40:00 AM","08/18/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","6000 W AVENUE L, QUARTZ HILL, CA","6000 W AVENUE L","QUARTZ HILL",,"922-14318-1104","1104","14318","NO","CA0190024","LANCASTER",-118.237,34.66,2
19993425,"08/11/2022 10:50:00 PM","08/12/2022","ROBBERY","037","ROBBERY, WEAPON: Other","500 S DEEPMEAD AVE, EAST VALINDA, CA","500 S DEEPMEAD AVE","EAST VALINDA",,"922-08888-1445","1445","08888","NO","CA0190014","INDUSTRY",-117.9,34.009,1
19994354,"08/12/2022 09:45:00 PM","08/13/2022","VANDALISM","261","VANDALISM MISD","JAKES WAY AND SANDY DR, CANYON COUNTRY, CA","JAKES WAY AND SANDY DR","CANYON COUNTRY",,"922-11333-0633","0633","11333","NO","CA0190006","SANTA CLARITA VALLEY",-118.449,34.411,2
19986170,"08/04/2022 08:29:54 PM","08/04/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","126TH ST E AND E AVENUE V6, LITTLEROCK, CA","126TH ST E AND E AVENUE V6","LITTLEROCK",,"922-10211-2663","2663","10211","NO","CA01900W9","PALMDALE",-117.905,34.557,2
19986184,"08/04/2022 08:52:00 PM","08/04/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","7700 PEARBLOSSOM HWY, LITTLEROCK, CA","7700 PEARBLOSSOM HWY","LITTLEROCK",,"922-10212-2664","2664","10212","NO","CA01900W9","PALMDALE",-117.991,34.52,2
19986339,"08/05/2022 01:00:00 AM","08/05/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","5TH ST E AND E PALMDALE BLVD, PALMDALE, CA","5TH ST E AND E PALMDALE BLVD","PALMDALE",,"922-10223-2611","2611","10223","NO","CA01900W9","PALMDALE",-118.12,34.579,2
19987093,"08/05/2022 06:38:00 PM","08/05/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","28TH ST E AND PALMDALE BLVD, PALMDALE, CA","28TH ST E AND PALMDALE BLVD","PALMDALE",,"922-10263-2608","2608","10263","NO","CA01900W9","PALMDALE",-118.078,34.58,2
19991305,"08/09/2022 09:46:00 PM","08/09/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","10TH ST E AND PALMDALE BLVD, PALMDALE, CA","10TH ST E AND PALMDALE BLVD","PALMDALE",,"922-10454-2610","2610","10454","NO","CA01900W9","PALMDALE",-118.111,34.579,2
19991318,"08/09/2022 10:18:00 PM","08/09/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","39100 3RD ST E, PALMDALE, CA","39100 3RD ST E","PALMDALE",,"922-10455-2611","2611","10455","NO","CA01900W9","PALMDALE",-118.125,34.592,2
20005349,"08/24/2022 11:38:27 PM","08/24/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","2100 WILMA AVE, COMMERCE, CA","2100 WILMA AVE","COMMERCE",,"922-12698-0244","0244","12698","NO","CA0190002","EAST LOS ANGELES",-118.16,34.006,2
19993225,"08/11/2022 07:45:00 PM","08/11/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","85TH ST E AND AVENUE V-6, LITTLEROCK, CA","85TH ST E AND AVENUE V-6","LITTLEROCK",,"922-10589-2664","2664","10589","NO","CA01900W9","PALMDALE",,,2
20003167,"08/23/2022 07:10:00 AM","08/23/2022","FELONIES MISCELLANEOUS","339","FELONIES, MISCELLANEOUS: All Other Felonies","24500 LYONS AVE, NEWHALL, CA 91321","24500 LYONS AVE","NEWHALL","91321","922-11857-0628","0628","11857","NO","CA0190006","SANTA CLARITA VALLEY",-118.563,34.377,2
20009127,"08/26/2022 08:00:00 PM","08/29/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","12100 DEL AMO BLVD, LAKEWOOD, CA 90715","12100 DEL AMO BLVD","LAKEWOOD","90715","922-17072-1328","1328","17072","NO","CA0190013","LAKEWOOD",-118.074,33.844,2
19992374,"08/10/2022 10:00:00 PM","08/10/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","11500 MAPLEDALE ST, NORWALK, CA 90650","11500 MAPLEDALE ST","NORWALK","90650","922-09427-0454","0454","09427","NO","CA0190004","NORWALK",-118.087,33.898,2
19990336,"08/08/2022 08:00:00 PM","08/08/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","2800 E 220TH PL, LONG BEACH, CA 90810","2800 E 220TH PL","LONG BEACH","90810","922-07969-1622","1622","07969","NO","CA0190016","CARSON",-118.219,33.827,2
19997255,"08/15/2022 09:00:00 AM","08/16/2022","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","11700 S VAN BUREN AVE, LOS ANGELES, CA 90044","11700 S VAN BUREN AVE","LOS ANGELES","90044","922-06892-0378","0378","06892","NO","CA0190003","SOUTH LOS ANGELES",-118.296,33.927,1
19997072,"08/16/2022 12:02:00 PM","08/16/2022","LARCENY THEFT","083","GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","1300 W RANCHO VISTA BLVD, PALMDALE, CA 93551","1300 W RANCHO VISTA BLVD","PALMDALE","93551","922-10838-2618","2618","10838","NO","CA01900W9","PALMDALE",-118.154,34.601,1
20010152,"08/24/2022 06:30:00 PM","08/30/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","31300 PACIFIC COAST HWY, MALIBU, CA","31300 PACIFIC COAST HWY","MALIBU",,"922-04844-1010","1010","04844","NO","CA0190022","MALIBU/LOST HILLS",-118.855,34.038,2
20000482,"08/19/2022 05:30:00 PM","08/19/2022","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","ACACIA ST AND KEY WEST ST, SAN GABRIEL, CA 91776","ACACIA ST AND KEY WEST ST","SAN GABRIEL","91776","922-09463-0586","0586","09463","NO","CA0190005","TEMPLE",-118.075,34.091,2
19985477,"08/04/2022 05:00:00 AM","08/04/2022","AGGRAVATED ASSAULT","050","ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","4300 ROSECRANS AVE, HAWTHORNE, CA 90250","4300 ROSECRANS AVE","HAWTHORNE","90250","022-06522-0331","0331","06522","NO","CA0190003","SOUTH LOS ANGELES",-118.351,33.902,1
19989935,"08/08/2022 01:27:00 PM","08/08/2022","ROBBERY","037","ROBBERY, WEAPON: Other","5000 CORNELL RD, AGOURA HILLS, CA 91301","5000 CORNELL RD","AGOURA HILLS","91301","922-04448-2224","2224","04448","NO","CA0190022","MALIBU/LOST HILLS",-118.755,34.143,1
